id_pdf,kabupaten_pdf,tanggal_pdf,raw_text,Teks_Bersih,Teks_Tokenized
InfoBencana_bandung_11jan2024.pdf,bandung,2024-01-11,"Beranda / Banjir Genangi Bandung, 600 Jiwa Terdampak
Foto : Tim Gabungan langsung bergerak cepat melakukan penanganan di lokasi kejadian banjir yang menggenangi wilayah Kelurahan Braga, Kecamatan Sumur Bandung, Kota
Bandung, Jawa Barat pada Kamis (11/1). (BPBD Provinsi Jawa Barat.)
Banjir Genangi Bandung, 600 Jiwa Terdampak
12 Jan 2024 19:50 WIB | 
 Dilihat 6593 kali
JAKARTA – Bencana banjir melanda Kota Bandung, Jawa Barat pada Kamis (11/1). Kejadian ini dipicu oleh hujan dengan intensitas tinggi
mengakibatkan Sungai CIkapundung meluap hingga ke permukiman warga.
Merujuk laporan Pusat Pengendalian Operasi (Pusdalops) BNPB pada Jumat (12/1) pukul 00.46 WIB, lokasi terdampak berada di wilayah
Kelurahan Braga Kecamatan Sumur Bandung. Sebanyak 600 jiwa dan 600 rumah terdampak dari peristiwa itu. Setidaknya 150 jiwa
memilih mengungsi ke tempat lebih aman untuk sementara waktu.
Badan Penanggulangan Bencana Daerah (BPBD) Provinsi Jawa Barat dan unsur lainnya sejak semalam telah berada di lokasi untuk
melakukan penanganan kedaruratan, kaji cepat, dan memberikan pelayanan di posko pengungsian. BPBD turut memberikan 1.000 karung
untuk dijadikan tanggul sementara dan juga memberikan 200 selimut untuk warga terdampak.
Badan Meteorologi Klimatologi dan Geofisika (BMKG) mengeluarkan peringatan dini waspada potensi hujan sedang hingga lebat yang
dapat disertai petir dan angin kencang yang dapat terjadi di Kota Bandung dan Sebagian wilayah Jawa Barat pada hari ini (12/1).
BNPB mengimbau kepada pemerintah daerah maupun masyarakat khsususnya yang tinggal di wilayah rawan bencana banjir seperti di
sekitar daerah aliran sungai, agar melakukan langkah-langkah kesiapsiagaan menghadapi musim hujan. Antara lain dengan membersihkan
secara rutin saluran air, drainase dan sungai dari sampah agar tidak terjadi penyumbatan atau pendangkalan yang mengakibatkan debit air
mudah meluap saat terjadi hujan dengan intensitas tinggi.
BERANDA PROFIL LAYANAN BERITA INFORMASI PUBLIK PENGETAHUAN KEBENCANAAN KONTAK
11/12/25, 9:16 AM
Badan Nasional Penanggulangan Bencana
https://w w w.bnpb.go.id/berita/banjir-genangi-bandung-600-jiw a-terdampak
1/5",beranda banjir genangi bandung 600 jiwa terdampak foto tim gabungan langsung bergerak cepat penanganan lokasi kejadian banjir menggenangi wilayah kelurahan braga kecamatan sumur bandung kota bandung jawa barat kamis 111 provinsi jawa barat banjir genangi bandung 600 jiwa terdampak jan 2024 1950 wib 6593 kali jakarta banjir melanda kota bandung jawa barat kamis 111 kejadian dipicu hujan intensitas mengakibatkan sungai cikapundung meluap permukiman warga merujuk pusat pengendalian operasi pusdalops jumat 121 0046 wib lokasi terdampak wilayah kelurahan braga kecamatan sumur bandung 600 jiwa 600 rumah terdampak peristiwa 150 jiwa memilih mengungsi aman badan penanggulangan daerah provinsi jawa barat unsur semalam lokasi penanganan kedaruratan kaji cepat pelayanan posko pengungsian 1000 karung dijadikan tanggul 200 selimut warga terdampak badan meteorologi klimatologi geofisika bmkg mengeluarkan peringatan waspada potensi hujan lebat disertai petir angin kencang kota bandung wilayah jawa barat 121 mengimbau pemerintah daerah masyarakat khsususnya tinggal wilayah rawan banjir daerah aliran sungai langkahlangkah kesiapsiagaan menghadapi musim hujan membersihkan rutin saluran air drainase sungai sampah penyumbatan pendangkalan mengakibatkan debit air mudah meluap hujan intensitas beranda profil layanan berita informasi publik pengetahuan kebencanaan kontak 111225 916 badan nasional penanggulangan wbnpbgoidberitabanjirgenangibandung600jiw aterdampak,"['beranda', 'banjir', 'genangi', 'bandung', 'jiwa', 'terdampak', 'foto', 'tim', 'gabungan', 'langsung', 'bergerak', 'cepat', 'penanganan', 'lokasi', 'kejadian', 'banjir', 'menggenangi', 'wilayah', 'kelurahan', 'braga', 'kecamatan', 'sumur', 'bandung', 'kota', 'bandung', 'jawa', 'barat', 'kamis', 'provinsi', 'jawa', 'barat', 'banjir', 'genangi', 'bandung', 'jiwa', 'terdampak', 'jan', 'wib', 'kali', 'jakarta', 'banjir', 'melanda', 'kota', 'bandung', 'jawa', 'barat', 'kamis', 'kejadian', 'dipicu', 'hujan', 'intensitas', 'mengakibatkan', 'sungai', 'cikapundung', 'meluap', 'permukiman', 'warga', 'merujuk', 'pusat', 'pengendalian', 'operasi', 'pusdalops', 'jumat', 'wib', 'lokasi', 'terdampak', 'wilayah', 'kelurahan', 'braga', 'kecamatan', 'sumur', 'bandung', 'jiwa', 'rumah', 'terdampak', 'peristiwa', 'jiwa', 'memilih', 'mengungsi', 'aman', 'badan', 'penanggulangan', 'daerah', 'provinsi', 'jawa', 'barat', 'unsur', 'semalam', 'lokasi', 'penanganan', 'kedaruratan', 'kaji', 'cepat', 'pelayanan', 'posko', 'pengungsian', 'karung', 'dijadikan', 'tanggul', 'selimut', 'warga', 'terdampak', 'badan', 'meteorologi', 'klimatologi', 'geofisika', 'bmkg', 'mengeluarkan', 'peringatan', 'waspada', 'potensi', 'hujan', 'lebat', 'disertai', 'petir', 'angin', 'kencang', 'kota', 'bandung', 'wilayah', 'jawa', 'barat', 'mengimbau', 'pemerintah', 'daerah', 'masyarakat', 'khsususnya', 'tinggal', 'wilayah', 'rawan', 'banjir', 'daerah', 'aliran', 'sungai', 'langkahlangkah', 'kesiapsiagaan', 'menghadapi', 'musim', 'hujan', 'membersihkan', 'rutin', 'saluran', 'air', 'drainase', 'sungai', 'sampah', 'penyumbatan', 'pendangkalan', 'mengakibatkan', 'debit', 'air', 'mudah', 'meluap', 'hujan', 'intensitas', 'beranda', 'profil', 'layanan', 'berita', 'informasi', 'publik', 'pengetahuan', 'kebencanaan', 'kontak', 'badan', 'nasional', 'penanggulangan', 'jiw', 'aterdampak']"
InfoBencana_bandung_15feb2020.pdf,bandung,2020-02-15,"B
andung (ANTARA) - Banjir yang melanda sebagian wilayah Kabupaten Bandung, Jawa Barat, sejak Minggu (15/2) membuat Jalan Andir-
Katapang tergenang sehingga tidak bisa dilalui kendaraan.
""Jalan Andir-Katapang tidak bisa dilalui kendaraan, kemudian jalan raya depan (pabrik) Metro (Garmin) ketinggian airnya 50 cm tapi saat ini
sudah bisa dilalui,"" kata Kepala Bidang Kedaruratan dan Logistik Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Bandung Enjang
Wahyudin, Senin.
Baca juga: Banjir lumpuhkan arus lalu lintas Medan-Padang (https://kalbar.antaranews.com/berita/398868/banjir-lumpuhkan-arus-lalu-
lintas-medan-padang)
Berdasarkan data terbaru yang diterima Enjang dari petugas di lapangan, banjir masih meliputi Kecamatan Bojongsoang, Dayeuhkolot, dan
Baleendah.
Jalan Andir-Katapang Bandung lumpuh
 Senin, 17 Februari 2020 11:53 WIB
Arsip - foto banjir (Antaranews)

11/12/25, 8:22 AM
Jalan Andir-Katapang Bandung lumpuh - ANTARA New s Kalimantan Barat
https://kalbar.antaranew s.com/berita/403442/jalan-andir-katapang-bandung-lumpuh
1/8

Di Kecamatan Dayeuhkolot, banjir menimbulkan genangan setinggi 20 hingga 120 cm di Desa Dayeuhkolot, Citeureup, Pasawahan, dan
Cangkuang Wetan.
Baca juga: Ruas Jalan Putussibau - Pontianak lumpuh total akibat banjir (https://kalbar.antaranews.com/berita/398692/ruas-jalan-
putussibau-pontianak-lumpuh-total-akibat-banjir)
""Di Kecamatan Dayeuhkolot, jumlah warga terdampak mencapai 1.413 kepala keluarga (KK) dan 67 KK mengungsi di Aula Dayeuhkolot, Gedung
PLN, Kantor RW, Masjid Argadinata dan Masjid Ashopia,"" kata dia.
Di Kecamatan Baleendah, banjir menimbulkan genangan air 20 hingga 120 cm di Kelurahan Andir dan Baleendah serta berdampak pada 4.434
keluarga dan memaksa 70 keluarga mengungsi di Gedung BPBD Kabupaten Bandung.
Selain itu, banjir menimbulkan genangan setinggi 10 sampai 110 cm di Desa Bojongsoang dan Tegal Luar di Kecamatan Bojongsoang,
menggenangi 1.880 rumah dan berdampak pada 7.045 keluarga.
Baca juga: Ruas jalan Putussibau-Pontianak terputus akibat banjir (https://kalbar.antaranews.com/berita/398699/ruas-jalan-putussibau-
pontianak-terputus-akibat-banjir)
Baca juga: Ruas jalan Putussibau - Pontianak terputus akibat banjir (https://kalbar.antaranews.com/berita/362169/ruas-jalan-putussibau-
pontianak-terputus-akibat-banjir)
Baca juga: Pria lumpuh tewas dalam kebakaran di Kotabaru (https://kalbar.antaranews.com/berita/379833/pria-lumpuh-tewas-dalam-
kebakaran-di-kotabaru)
Jalan tak bisa dilalui, warga tawarkan jasa pikul motor
0:00 / 2:11
11/12/25, 8:22 AM
Jalan Andir-Katapang Bandung lumpuh - ANTARA New s Kalimantan Barat
https://kalbar.antaranew s.com/berita/403442/jalan-andir-katapang-bandung-lumpuh
2/8",andung banjir melanda wilayah kabupaten bandung jawa barat minggu 152 jalan andir katapang tergenang kendaraan jalan andirkatapang kendaraan jalan raya pabrik metro garmin ketinggian airnya kepala bidang kedaruratan logistik badan penanggulangan daerah kabupaten bandung enjang wahyudin senin baca banjir lumpuhkan arus lintas medanpadang lintasmedanpadang berdasarkan data terbaru diterima enjang petugas lapangan banjir meliputi kecamatan bojongsoang dayeuhkolot baleendah jalan andirkatapang bandung lumpuh senin februari 2020 1153 wib arsip foto banjir antaranews 111225 822 jalan andirkatapang bandung lumpuh new kalimantan barat scomberita403442jalanandirkatapangbandunglumpuh kecamatan dayeuhkolot banjir menimbulkan genangan 120 desa dayeuhkolot citeureup pasawahan cangkuang wetan baca ruas jalan putussibau pontianak lumpuh total akibat banjir putussibaupontianaklumpuhtotalakibatbanjir kecamatan dayeuhkolot warga terdampak mencapai 1413 kepala keluarga mengungsi aula dayeuhkolot gedung pln kantor masjid argadinata masjid ashopia kecamatan baleendah banjir menimbulkan genangan air 120 kelurahan andir baleendah berdampak 4434 keluarga memaksa keluarga mengungsi gedung kabupaten bandung banjir menimbulkan genangan 110 desa bojongsoang tegal kecamatan bojongsoang menggenangi 1880 rumah berdampak 7045 keluarga baca ruas jalan putussibaupontianak terputus akibat banjir pontianakterputusakibatbanjir baca ruas jalan putussibau pontianak terputus akibat banjir pontianakterputusakibatbanjir baca pria lumpuh tewas kebakaran kotabaru kebakarandikotabaru jalan warga tawarkan jasa pikul motor 000 211 111225 822 jalan andirkatapang bandung lumpuh new kalimantan barat scomberita403442jalanandirkatapangbandunglumpuh,"['andung', 'banjir', 'melanda', 'wilayah', 'kabupaten', 'bandung', 'jawa', 'barat', 'minggu', 'jalan', 'andir', 'katapang', 'tergenang', 'kendaraan', 'jalan', 'andirkatapang', 'kendaraan', 'jalan', 'raya', 'pabrik', 'metro', 'garmin', 'ketinggian', 'airnya', 'kepala', 'bidang', 'kedaruratan', 'logistik', 'badan', 'penanggulangan', 'daerah', 'kabupaten', 'bandung', 'enjang', 'wahyudin', 'senin', 'baca', 'banjir', 'lumpuhkan', 'arus', 'lintas', 'medanpadang', 'berdasarkan', 'data', 'terbaru', 'diterima', 'enjang', 'petugas', 'lapangan', 'banjir', 'meliputi', 'kecamatan', 'bojongsoang', 'dayeuhkolot', 'baleendah', 'jalan', 'andirkatapang', 'bandung', 'lumpuh', 'senin', 'februari', 'wib', 'arsip', 'foto', 'banjir', 'antaranews', 'jalan', 'andirkatapang', 'bandung', 'lumpuh', 'new', 'kalimantan', 'barat', 'scomberita', 'kecamatan', 'dayeuhkolot', 'banjir', 'menimbulkan', 'genangan', 'desa', 'dayeuhkolot', 'citeureup', 'pasawahan', 'cangkuang', 'wetan', 'baca', 'ruas', 'jalan', 'putussibau', 'pontianak', 'lumpuh', 'total', 'akibat', 'banjir', 'kecamatan', 'dayeuhkolot', 'warga', 'terdampak', 'mencapai', 'kepala', 'keluarga', 'mengungsi', 'aula', 'dayeuhkolot', 'gedung', 'pln', 'kantor', 'masjid', 'argadinata', 'masjid', 'ashopia', 'kecamatan', 'baleendah', 'banjir', 'menimbulkan', 'genangan', 'air', 'kelurahan', 'andir', 'baleendah', 'berdampak', 'keluarga', 'memaksa', 'keluarga', 'mengungsi', 'gedung', 'kabupaten', 'bandung', 'banjir', 'menimbulkan', 'genangan', 'desa', 'bojongsoang', 'tegal', 'kecamatan', 'bojongsoang', 'menggenangi', 'rumah', 'berdampak', 'keluarga', 'baca', 'ruas', 'jalan', 'terputus', 'akibat', 'banjir', 'baca', 'ruas', 'jalan', 'putussibau', 'pontianak', 'terputus', 'akibat', 'banjir', 'baca', 'pria', 'lumpuh', 'tewas', 'kebakaran', 'kotabaru', 'jalan', 'warga', 'tawarkan', 'jasa', 'pikul', 'motor', 'jalan', 'andirkatapang', 'bandung', 'lumpuh', 'new', 'kalimantan', 'barat', 'scomberita']"
