cluster_label,Meninggal,Hilang,Luka / Sakit,Menderita,Mengungsi,Rumah Rusak Berat,Rumah Rusak Sedang,Rumah Rusak Ringan,Rumah Terendam,Satuan Pendidikan Rusak,Rumah Ibadat Rusak,Fasilitas Pelayanan Kesehatan Rusak,Kantor Rusak,Jembatan Rusak,RR,CurahHujan_H-1,CurahHujan_H-2,TotalHujan_3Hari,TotalHujan_7Hari,Jumlah_Kejadian
0,0.07436001625355547,0.00690776107273466,4.342950020316945,919.1438439658675,25.225518082080455,1.039821210889882,1.3746444534741975,2.0235676554246242,196.40349451442503,0.048760666395774074,0.05404307192198293,0.005282405526208858,0.0028443722064201544,0.04388459975619667,16.127347735789428,13.966580658268995,13.464709241952233,43.558637636010666,95.08547383629056,2461
1,4.25,0.75,2.75,16150.5,7073.75,466.75,558.5,1255.75,545.0,14.5,17.5,2.5,1.25,17.5,27.5,9.290000000000001,38.955,75.745,164.37083333333337,4
2,1.0769230769230769,0.0,20.615384615384617,82020.15384615384,9070.23076923077,1.9230769230769231,1.5384615384615385,63.15384615384615,23362.46153846154,15.923076923076923,30.153846153846153,0.38461538461538464,1.8461538461538463,0.0,24.915384615384614,6.715384615384616,8.0,39.63076923076923,63.05384615384615,13
